# tracer: function_graph
#
# entries-in-buffer/entries-written: 15876/15876   #P:6
#
#                                      _-----=> irqs-off
#                                     / _----=> need-resched
#                                    | / _---=> hardirq/softirq
#                                    || / _--=> preempt-depth
#                                    ||| /     delay
#           TASK-PID    TGID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |        |      |   ||||       |         |
          <idle>-0     (-----) [002] d.h1   876.229243: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.229246: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.229263: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.229263: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.229271: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.237034: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.237040: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.237066: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.237072: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.237117: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.237127: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.237183: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.237187: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.237243: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.237247: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.237425: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.237435: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.237452: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.237462: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.239065: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.239065: graph_ent: func=gic_handle_irq
           <...>-22177 (-----) [003] d...   876.239067: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.239071: graph_ent: func=generic_handle_irq
           <...>-22177 (-----) [003] d.h.   876.239074: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.239075: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.239080: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.239083: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.239085: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.239101: graph_ret: func=gic_handle_irq
           <...>-22177 (-----) [003] d.h.   876.239106: graph_ret: func=generic_handle_irq
           <...>-22177 (-----) [003] d...   876.239172: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.248905: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.248907: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.248910: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.248917: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.248925: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.248937: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   876.248940: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.248958: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.253436: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.253442: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.253468: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.253473: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.253519: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.253530: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.253586: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.253590: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.253648: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.253652: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.253828: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.253838: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.253855: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.253865: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.258745: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.258745: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.258749: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.258751: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.258754: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.258759: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.258760: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.258763: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.258765: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.258783: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.258783: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.258801: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.268584: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.268584: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.268589: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.268590: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.268600: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.268603: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   876.268622: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.268670: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.269838: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.269844: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.269870: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.269876: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.269922: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.269932: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.269988: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.269992: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.270048: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.270052: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.270230: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.270239: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.270257: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.270267: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.278425: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.278425: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.278427: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [005] d..1   876.278427: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.278431: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.278435: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.278439: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [005] d.h1   876.278439: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.278439: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.278444: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.278446: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.278459: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [005] d.h1   876.278461: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.278461: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.278483: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [005] dN.1   876.278490: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.286241: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.286246: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.286273: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.286279: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.286324: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.286334: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.286389: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.286392: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.286449: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.286453: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.286633: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.286644: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.286661: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.286671: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.288265: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.288265: graph_ent: func=gic_handle_irq
           <...>-22180 (-----) [003] d..1   876.288269: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.288271: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.288274: graph_ent: func=generic_handle_irq
           <...>-22180 (-----) [003] d.h1   876.288277: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.288278: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.288283: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.288284: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.288301: graph_ret: func=gic_handle_irq
           <...>-22180 (-----) [003] d.h1   876.288309: graph_ret: func=generic_handle_irq
           <...>-22180 (-----) [003] d..1   876.288319: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.298105: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.298107: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.298111: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.298117: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.298125: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.298138: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   876.298144: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.298212: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.302643: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.302649: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.302674: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.302680: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.302726: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.302737: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.302796: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.302800: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.302859: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.302863: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.303048: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.303058: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.303076: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.303086: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.307945: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.307945: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.307948: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.307951: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.307955: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.307959: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.307960: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.307964: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.307966: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.307978: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.307983: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.307995: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.317784: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.317784: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.317789: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.317789: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.317799: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.317803: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.317805: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.317820: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.319045: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.319051: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.319077: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.319083: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.319128: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.319138: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.319197: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.319201: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.319257: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.319261: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.319433: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.319442: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.319460: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.319469: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.327625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.327625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.327627: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.327631: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.327635: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.327639: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.327640: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.327642: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.327646: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.327661: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.327662: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.327736: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.335447: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.335453: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.335479: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.335485: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.335531: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.335541: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.335597: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.335600: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.335657: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.335661: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.335834: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.335844: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.335861: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.335871: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.337465: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.337465: graph_ent: func=gic_handle_irq
           <...>-22183 (-----) [003] d..1   876.337468: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.337471: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.337475: graph_ent: func=generic_handle_irq
           <...>-22183 (-----) [003] d.h1   876.337475: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.337479: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.337483: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.337485: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.337497: graph_ret: func=gic_handle_irq
           <...>-22183 (-----) [003] d.h1   876.337507: graph_ret: func=generic_handle_irq
           <...>-22183 (-----) [003] d..1   876.337516: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.347305: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.347308: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.347310: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.347317: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.347325: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.347338: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.347345: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.347346: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.351850: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.351856: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.351882: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.351888: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.351935: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.351946: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.352003: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.352007: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.352064: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.352067: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.352237: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.352247: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.352264: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.352275: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.357145: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.357145: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.357147: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.357151: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.357155: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.357158: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.357159: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.357163: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.357165: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.357182: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.357182: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.357257: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.366984: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.366984: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.366988: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.366989: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.367000: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.367001: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   876.367007: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.367014: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.368252: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.368258: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.368283: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.368292: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.368338: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.368348: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.368403: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.368406: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.368463: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.368466: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.368646: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.368656: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.368674: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.368683: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.376825: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.376825: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.376828: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.376831: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.376834: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.376839: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.376839: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.376844: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.376846: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.376863: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.376864: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.376872: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.384654: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.384660: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.384686: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.384693: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.384738: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.384748: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.384803: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.384806: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.384862: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   876.384866: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.385043: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.385053: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.385070: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.385080: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.386665: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.386665: graph_ent: func=gic_handle_irq
           <...>-22186 (-----) [003] d...   876.386668: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.386671: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.386675: graph_ent: func=generic_handle_irq
           <...>-22186 (-----) [003] d.h.   876.386675: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   876.386679: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.386682: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   876.386685: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.386700: graph_ret: func=gic_handle_irq
           <...>-22186 (-----) [003] d.h.   876.386705: graph_ret: func=generic_handle_irq
           <...>-22186 (-----) [003] d...   876.386769: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   876.396505: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.396507: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.396510: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.396517: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   876.396528: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   876.396541: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   876.396543: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   876.396552: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   876.401057: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   876.401062: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   876.401088: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   876.401094: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   876.401141: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   876.401152: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   876.401210: graph_ent: func=gic_handle_irq
