# tracer: function_graph
#
# entries-in-buffer/entries-written: 15876/15876   #P:6
#
#                                      _-----=> irqs-off
#                                     / _----=> need-resched
#                                    | / _---=> hardirq/softirq
#                                    || / _--=> preempt-depth
#                                    ||| /     delay
#           TASK-PID    TGID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |        |      |   ||||       |         |
          <idle>-0     (-----) [000] d..1   879.599917: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.599927: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.604345: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.604345: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.604348: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.604351: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.604355: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.604360: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.604360: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.604363: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.604365: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.604382: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.604385: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.604461: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.614184: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.614184: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.614188: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.614189: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.614201: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.614201: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.614208: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.614214: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.615907: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.615912: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.615937: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.615943: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.615989: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.615999: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.616057: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.616060: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.616118: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.616121: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.616303: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.616313: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.616330: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.616341: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.624025: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.624025: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.624027: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.624031: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.624035: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.624039: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.624040: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.624043: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.624046: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.624062: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.624063: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.624083: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.632309: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.632315: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.632341: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.632347: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.632392: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.632402: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.632457: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.632461: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.632520: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.632524: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.632698: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.632707: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.632724: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.632734: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.633865: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.633865: graph_ent: func=gic_handle_irq
            mdev-22384 (22384) [003] d...   879.633867: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.633871: graph_ent: func=generic_handle_irq
            mdev-22384 (22384) [003] d.h.   879.633874: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.633874: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.633879: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.633882: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.633885: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.633901: graph_ret: func=gic_handle_irq
            mdev-22384 (22384) [003] d.h.   879.633903: graph_ret: func=generic_handle_irq
            mdev-22384 (22384) [003] d...   879.633979: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.643705: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.643707: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.643710: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.643718: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.643725: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.643739: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   879.643740: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.643749: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.648711: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.648717: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.648744: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.648749: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.648796: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.648807: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.648863: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.648866: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.648925: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.648928: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.649107: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.649116: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.649134: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.649144: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.653545: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.653545: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.653549: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.653551: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.653555: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.653559: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.653560: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.653564: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.653565: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.653584: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.653584: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.653592: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.663384: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.663384: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.663389: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.663390: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.663400: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.663404: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   879.663422: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.663466: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.665114: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.665119: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.665145: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.665151: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.665196: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.665207: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.665262: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.665265: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.665323: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.665327: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.665505: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.665515: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.665532: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.665542: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.673225: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.673225: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.673228: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.673231: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.673234: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.673239: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.673239: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.673243: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.673244: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.673258: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.673262: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.673275: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.681516: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.681522: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.681548: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.681554: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.681599: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.681609: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.681663: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.681666: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.681723: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.681726: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.681906: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.681916: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.681934: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.681944: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.683065: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.683065: graph_ent: func=gic_handle_irq
            mdev-22387 (22387) [003] d...   879.683067: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.683071: graph_ent: func=generic_handle_irq
            mdev-22387 (22387) [003] d.h.   879.683073: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.683074: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.683079: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.683083: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.683085: graph_ret: func=gic_handle_irq
            mdev-22387 (22387) [003] d.h.   879.683101: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.683102: graph_ret: func=gic_handle_irq
            mdev-22387 (22387) [003] d...   879.683107: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.692905: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.692907: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.692911: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.692918: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.692925: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.692940: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   879.692944: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.693013: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.697918: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.697924: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.697950: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.697956: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.698003: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.698014: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.698070: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.698073: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.698130: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.698134: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.698315: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.698325: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.698343: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.698352: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.702745: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.702745: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.702748: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.702751: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.702754: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.702759: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.702759: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.702763: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.702765: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.702777: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.702783: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.702795: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.712584: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.712584: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.712588: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.712589: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.712599: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.712601: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.712605: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.712618: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.714320: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.714326: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.714352: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.714357: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.714402: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.714412: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.714467: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.714470: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.714527: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.714531: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.714708: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.714718: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.714735: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.714746: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.722425: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.722425: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.722428: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.722431: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.722434: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.722439: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.722439: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.722442: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.722445: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.722462: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.722463: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.722543: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.730723: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.730728: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.730754: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.730760: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.730804: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.730814: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.730868: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.730872: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.730929: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.730933: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.731116: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.731126: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.731144: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.731154: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.732265: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.732265: graph_ent: func=gic_handle_irq
            mdev-22390 (22390) [003] d...   879.732267: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.732271: graph_ent: func=generic_handle_irq
            mdev-22390 (22390) [003] d.h.   879.732273: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.732274: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.732279: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.732282: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.732284: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.732296: graph_ret: func=gic_handle_irq
            mdev-22390 (22390) [003] d.h.   879.732301: graph_ret: func=generic_handle_irq
            mdev-22390 (22390) [003] d...   879.732308: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.742105: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.742107: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.742111: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.742117: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.742125: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.742139: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.742145: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.742147: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.747125: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.747131: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.747156: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.747162: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.747208: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.747220: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.747277: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.747280: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.747338: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.747341: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.747516: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.747526: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.747544: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.747554: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.751945: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.751945: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.751948: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.751952: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.751955: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.751959: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.751960: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.751964: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.751965: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.751982: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.751983: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.752060: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.761784: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.761784: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.761788: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.761789: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.761801: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.761801: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.761813: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.761817: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.763527: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.763533: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   879.763559: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.763565: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.763610: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.763620: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.763674: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.763677: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.763734: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   879.763738: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.763912: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   879.763923: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.763940: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   879.763950: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   879.771625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   879.771625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   879.771627: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.771631: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.771635: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.771639: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   879.771640: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   879.771644: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   879.771646: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   879.771663: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   879.771664: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   879.771672: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   879.779930: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   879.779935: graph_ent: func=generic_handle_irq
